Order_ID,Order_Date,Region,Customer_Type,Warehouse_Location,Order_Quantity,Order_Value,Stock_Availability,Fulfillment_Rate,Delivery_Time (Days),Transportation_Cost,Delayed_Delivery,Shipment_Date,Product_Category,Product_Weight (kg),Order_Priority,Payment_Method,Warehouse_Capacity_Utilization (%),Stock_Replenishment_Time (Days),Carrier_Name,Mode_of_Transport,Profit_Margin (%),Operational_Cost (₹),Discount_Offered (%),Lost_Sales (₹),Order_Quarter,Lead_Time (Days),On_Time_Delivery (%),Customer_Rating (1-5),Return_Status,Reason_for_Return,Risk_Category
10100,2/10/2024 23:50,South,Retail,Chennai,407,30142.0463,823,0.9,1,2546.86,1,2/16/2024 23:50,Apparel,39.14,Low,Credit Card,97.02,11,Blue Dart,Air,14.57,4759.54,12.22,3204.29,2024Q1,6,91.23,1,No,N/A,High
10101,12/18/2023 10:58,Central,Corporate,Mumbai,367,152943.7311,577,0.79,14,11588.37,0,12/19/2023 10:58,Groceries,20.33,High,Net Banking,50.21,9,India Post,Ship,19.66,18642.74,15.29,22,2023Q4,1,98.81,5,No,N/A,Medium
10102,5/28/2023 6:08,South,Wholesale,Bangalore,410,38108.12376,200,0.77,9,1239.42,0,6/4/2023 6:08,Furniture,30.69,High,UPI,59.39,2,DHL,Air,12.98,7088.85,2.34,2325.71,2023Q2,7,85.29,1,No,N/A,High
10103,7/18/2023 6:54,North,E-commerce,Bangalore,426,170210.5498,463,0.92,10,8976.2,0,7/21/2023 6:54,Automobile Parts,3.23,Low,Cash,74.92,4,Delhivery,Rail,6.03,30306.5,7.43,375.31,2023Q3,3,91.65,4,No,N/A,Low
10104,3/22/2024 19:18,West,E-commerce,Delhi,91,41648.25043,880,0.84,4,1838.34,0,3/23/2024 19:18,Automobile Parts,22.51,Low,Cash,58.95,12,DHL,Air,16.03,7815.12,14.26,2513.46,2024Q1,1,81.83,4,No,N/A,High
10105,3/22/2023 23:09,East,E-commerce,Chennai,447,84140.54173,731,0.88,1,6127.03,0,3/28/2023 23:09,Furniture,19.14,Low,Cash,51.19,9,Blue Dart,Rail,17.9,8064.09,5.52,347.47,2023Q1,6,94.34,4,No,N/A,High
10106,10/28/2024 22:07,East,E-commerce,Bangalore,121,54859.28821,552,0.96,7,4582.76,1,11/1/2024 22:07,Furniture,11.13,Medium,UPI,99.58,10,FedEx,Ship,7.31,10503.69,16.41,84.43,2024Q4,4,94.64,1,No,N/A,Medium
10107,6/19/2024 17:27,West,Retail,Bangalore,211,56829.08775,167,0.78,3,5076.26,0,6/27/2024 17:27,Apparel,4.23,Low,Credit Card,69.16,13,Delhivery,Road,25.49,5623.36,8.08,3987.32,2024Q2,8,81.11,1,No,N/A,Low
10108,3/15/2023 22:57,Central,E-commerce,Kolkata,94,29373.89573,831,0.8,1,2412.78,0,3/20/2023 22:57,Furniture,43,Low,UPI,83.7,12,DHL,Air,19.19,3747.38,8.61,1350.8,2023Q1,5,96.11,3,No,N/A,High
10109,8/12/2023 6:09,South,Corporate,Kolkata,237,94373.35822,708,0.79,1,4874.83,0,8/17/2023 6:09,Furniture,24.67,High,Cash,91.26,11,FedEx,Air,24.74,17588.45,19.44,926.51,2023Q3,5,90.94,5,No,N/A,Low
10110,9/20/2023 0:33,Central,Corporate,Chennai,262,17953.08315,396,0.75,14,707.1,0,9/21/2023 0:33,Furniture,26.42,Medium,Cash,95.79,10,India Post,Road,10.41,2865.62,10.27,2438.18,2023Q3,1,89.57,1,No,N/A,Medium
10111,7/31/2024 9:57,Central,Retail,Chennai,225,92011.59636,390,0.89,12,3862.97,0,8/3/2024 9:57,Furniture,22.92,High,Cash,60.54,5,Delhivery,Ship,10.35,11839.95,16.95,4873.3,2024Q3,3,81.59,4,Yes,Damaged,Medium
10112,2/1/2024 13:48,West,Corporate,Delhi,406,48600.37247,123,0.84,7,2175.2,0,2/2/2024 13:48,Automobile Parts,9.27,High,Credit Card,54.83,4,DHL,Ship,7.31,7692.85,2.7,4985.38,2024Q1,1,92.43,5,No,N/A,Low
10113,6/6/2024 22:49,West,Corporate,Bangalore,169,57508.24604,287,0.81,5,4252.15,1,6/13/2024 22:49,Automobile Parts,13.22,Low,Credit Card,96.92,14,India Post,Air,28.44,4957.76,19.6,2529.02,2024Q2,7,86.23,5,No,N/A,Low
10114,2/3/2024 20:08,East,Retail,Kolkata,122,27900.76162,500,0.9,5,892.33,0,2/8/2024 20:08,Automobile Parts,44.89,Medium,Net Banking,75.57,9,DHL,Ship,21.11,3535.15,6.22,4790.43,2024Q1,5,82.3,1,No,N/A,Medium
10115,4/21/2024 15:57,South,E-commerce,Mumbai,214,86745.60837,887,0.94,5,4936.04,0,4/26/2024 15:57,Electronics,1.7,High,UPI,56.17,14,FedEx,Road,10.63,16369.54,9.62,3630.11,2024Q2,5,86.14,5,No,N/A,Medium
10116,12/26/2023 18:43,North,Wholesale,Kolkata,118,49700.87704,143,0.93,4,3419.88,0,1/3/2024 18:43,Automobile Parts,19.92,High,UPI,57.88,7,FedEx,Ship,24.88,4398.78,2.92,3106.76,2023Q4,8,99.05,3,No,N/A,High
10117,9/9/2023 3:28,South,Retail,Mumbai,366,64283.40461,677,0.89,5,4541.71,0,9/16/2023 3:28,Automobile Parts,47.55,High,UPI,87.5,10,DHL,Ship,29.31,12123.51,10.47,2925.05,2023Q3,7,88.58,4,No,N/A,Low
10118,12/24/2023 3:38,West,Retail,Delhi,390,62514.49426,307,0.81,8,5740.32,1,1/1/2024 3:38,Electronics,39.75,Low,Net Banking,75.4,10,Blue Dart,Air,5.01,5120.53,19.78,1571.98,2023Q4,8,85.69,3,No,N/A,High
10119,6/29/2023 12:35,North,Corporate,Chennai,347,83469.2168,505,0.98,1,7619.99,0,7/8/2023 12:35,Apparel,4.96,Low,Cash,52.87,14,FedEx,Ship,17.63,14336.03,13.43,1760.83,2023Q2,9,80.96,4,No,N/A,Medium
10120,5/10/2024 20:46,East,Retail,Mumbai,26,6105.001921,678,0.87,9,402.05,1,5/12/2024 20:46,Apparel,9.49,Medium,Net Banking,68.92,4,India Post,Road,9.81,664.51,2.93,111.51,2024Q2,2,89.24,1,No,N/A,High
10121,5/29/2024 6:19,Central,E-commerce,Mumbai,191,90462.83632,243,0.78,7,7728.31,0,5/31/2024 6:19,Furniture,22.93,High,UPI,89.06,11,FedEx,Road,24.67,12272.45,8.34,2017.74,2024Q2,2,95.82,3,No,N/A,Medium
10122,3/16/2023 18:13,Central,Retail,Kolkata,405,73113.13175,711,0.93,14,3637.61,0,3/25/2023 18:13,Furniture,6.05,Medium,Net Banking,85.54,4,India Post,Air,22.83,10871.44,3.33,4500.97,2023Q1,9,90.13,4,No,N/A,High
10123,6/14/2024 11:18,Central,Corporate,Kolkata,457,77029.15076,779,0.74,8,5750.41,0,6/17/2024 11:18,Furniture,19.77,Low,Credit Card,56.03,14,DHL,Air,19.8,13954.54,5.84,4835.43,2024Q2,3,95.67,2,No,N/A,High
10124,11/8/2023 23:02,West,Retail,Kolkata,112,20180.63121,844,0.97,4,1327.13,0,11/11/2023 23:02,Electronics,28.57,High,Cash,70.87,8,Delhivery,Rail,8.95,2438.74,14.15,682.63,2023Q4,3,85.33,2,No,N/A,High
10125,12/11/2024 17:25,North,E-commerce,Chennai,159,38315.12318,400,0.72,11,1774.58,0,12/19/2024 17:25,Apparel,19.18,High,Cash,55.93,4,India Post,Ship,16.37,4587.26,12.74,2274.66,2024Q4,8,88.76,1,No,N/A,High
10126,5/19/2023 18:53,North,Retail,Kolkata,171,18746.32415,203,0.79,11,693.93,0,5/22/2023 18:53,Automobile Parts,12.52,Medium,UPI,74.49,13,Delhivery,Air,5.48,1685.67,14.43,2942.02,2023Q2,3,96.95,1,No,N/A,High
10127,1/20/2024 3:56,South,Corporate,Bangalore,416,181019.6008,57,0.93,1,15237.92,0,1/28/2024 3:56,Groceries,39.95,Low,UPI,59.68,5,Delhivery,Road,12.17,29332.37,3.57,3669.83,2024Q1,8,91.08,1,No,N/A,Medium
10128,10/17/2024 19:47,North,Retail,Chennai,424,74615.46742,108,0.98,13,3701.85,0,10/20/2024 19:47,Furniture,24.63,Low,Net Banking,81.08,9,Blue Dart,Road,12.45,10662.23,12.37,2207.7,2024Q4,3,95.17,3,No,N/A,High
10129,5/23/2023 15:45,West,Wholesale,Mumbai,251,30697.74788,929,0.82,7,2063.54,0,5/27/2023 15:45,Automobile Parts,7.95,Medium,Cash,95.28,3,Delhivery,Road,24.11,5806.11,6.7,478.83,2023Q2,4,87.12,1,No,N/A,Low
10130,9/7/2023 5:55,Central,E-commerce,Kolkata,163,17832.53459,309,0.76,13,1132.78,0,9/11/2023 5:55,Furniture,41.6,High,Credit Card,60.19,13,India Post,Rail,11.37,1487.03,3.58,118.31,2023Q3,4,81.19,2,Yes,Late Delivery,High
10131,10/18/2024 6:18,Central,E-commerce,Bangalore,74,34998.19857,325,0.8,4,1228.05,0,10/23/2024 6:18,Groceries,3.12,Low,Cash,79.65,8,Blue Dart,Road,10.57,6859.6,18.5,1288.03,2024Q4,5,93.75,5,No,N/A,Low
10132,3/25/2023 21:14,Central,Corporate,Delhi,460,62899.46344,810,0.97,8,4727.13,0,3/29/2023 21:14,Electronics,44.51,Low,Cash,81.19,4,Delhivery,Air,23.9,4909.18,7.42,2574.95,2023Q1,4,80.39,1,No,N/A,Low
10133,11/25/2024 19:27,Central,Retail,Mumbai,333,71915.86483,524,0.99,11,2569.79,0,11/30/2024 19:27,Apparel,37.54,Low,Cash,64.41,5,Delhivery,Rail,23.71,13158.28,15.28,4425.48,2024Q4,5,99.27,3,No,N/A,High
10134,7/27/2023 23:56,West,Corporate,Chennai,69,32964.81251,662,0.74,1,2378.48,0,7/30/2023 23:56,Groceries,45.9,Medium,Net Banking,79.62,13,DHL,Air,21.7,5332.98,7.66,1825.61,2023Q3,3,89.88,3,No,N/A,High
10135,6/1/2024 21:55,North,E-commerce,Mumbai,57,4263.47702,623,0.84,6,219.51,0,6/3/2024 21:55,Groceries,23.23,High,Net Banking,85.32,3,FedEx,Road,14.32,334.57,18.69,2030,2024Q2,2,90.99,2,No,N/A,Medium
10136,9/13/2023 2:06,Central,Wholesale,Delhi,241,94334.29092,608,0.75,13,1986.02,0,9/14/2023 2:06,Electronics,5.74,Medium,Cash,99.41,13,Blue Dart,Air,11.22,18591.58,4.22,3909.74,2023Q3,1,92.55,3,No,N/A,High
10137,1/15/2023 3:55,South,Retail,Bangalore,239,56628.83198,964,0.81,13,2185.34,1,1/23/2023 3:55,Electronics,17.78,High,Cash,74.21,4,Delhivery,Road,8.04,4832.98,12.94,4814.99,2023Q1,8,82.13,5,No,N/A,High
10138,3/6/2023 2:24,Central,E-commerce,Delhi,164,77603.16102,205,0.91,3,5281.48,0,3/13/2023 2:24,Electronics,48.09,Low,Credit Card,84.97,2,Blue Dart,Road,10.75,4193.93,8.7,2508.14,2023Q1,7,82.25,1,No,N/A,Low
10139,9/23/2024 8:48,North,Wholesale,Kolkata,351,89154.19179,610,0.89,13,4982.22,0,9/25/2024 8:48,Electronics,41.68,High,Credit Card,54.95,14,India Post,Road,16.13,7188.85,15.5,2458.34,2024Q3,2,99.56,5,Yes,Damaged,Medium
10140,1/26/2023 9:45,East,E-commerce,Kolkata,310,141948.3988,191,0.98,10,4260.05,0,2/4/2023 9:45,Apparel,0.52,Medium,UPI,58.24,6,India Post,Ship,10.04,25643.25,13.15,4911.24,2023Q1,9,97.88,5,No,N/A,Low
10141,4/8/2023 5:53,South,Wholesale,Bangalore,130,61080.57329,82,0.79,11,5178.44,1,4/12/2023 5:53,Apparel,13.71,High,Credit Card,90.79,4,Blue Dart,Ship,23.21,5902.79,11.49,540.77,2023Q2,4,93.62,3,No,N/A,Low
10142,10/19/2024 13:50,East,E-commerce,Mumbai,482,71492.42775,986,0.94,4,1473.72,0,10/21/2024 13:50,Automobile Parts,8.04,Medium,Cash,66.07,2,India Post,Road,16.59,4944.48,19.25,1555.5,2024Q4,2,86.36,2,No,N/A,Low
10143,2/5/2023 11:33,West,Corporate,Chennai,275,70354.1222,662,0.93,7,6067.62,1,2/13/2023 11:33,Groceries,8.4,Medium,UPI,57.4,11,Delhivery,Ship,10.7,11326.33,15.21,3089.28,2023Q1,8,83.05,2,No,N/A,Low
10144,10/25/2024 4:45,West,E-commerce,Kolkata,425,110332.7775,145,0.87,3,9390.32,0,10/31/2024 4:45,Furniture,7.41,High,Net Banking,53.2,3,DHL,Road,5.71,14640.24,15.51,1984.12,2024Q4,6,92.67,1,No,N/A,Medium
10145,9/25/2024 9:52,South,E-commerce,Chennai,122,20713.04021,819,0.94,6,1741.69,0,9/30/2024 9:52,Automobile Parts,6.94,Low,Credit Card,79.6,11,India Post,Ship,24.45,3874.74,10.01,2308.75,2024Q3,5,80.93,4,No,N/A,Medium
10146,12/16/2024 4:18,Central,Wholesale,Chennai,448,69382.80933,574,0.72,9,3267.26,1,12/24/2024 4:18,Groceries,49.88,High,UPI,77.89,12,FedEx,Road,11.27,8886.85,12.84,4958.7,2024Q4,8,93.53,5,No,N/A,High
10147,3/5/2023 10:38,South,E-commerce,Chennai,147,7982.501724,66,0.95,1,369.64,0,3/9/2023 10:38,Automobile Parts,2.1,High,Net Banking,65.89,6,Delhivery,Road,6.91,680,8.06,2894.27,2023Q1,4,88.64,5,No,N/A,Low
10148,10/31/2024 14:57,East,E-commerce,Kolkata,442,110797.7112,816,0.98,9,6481.65,0,11/3/2024 14:57,Groceries,46.16,Low,Credit Card,82.44,2,India Post,Air,8.09,12549.55,19.58,967.23,2024Q4,3,87.98,2,No,N/A,Medium
10149,11/19/2024 9:15,West,Corporate,Mumbai,427,99866.23157,498,0.72,9,8458.66,0,11/20/2024 9:15,Groceries,13.42,Low,Cash,68.89,5,DHL,Air,19.8,17770.17,16.74,861.4,2024Q4,1,85.06,4,No,N/A,High
10150,7/22/2024 15:41,North,E-commerce,Delhi,140,46693.31523,537,0.78,6,1203.26,0,7/23/2024 15:41,Groceries,45.58,Low,UPI,98.1,12,DHL,Road,27.12,8033.99,9.34,1664.92,2024Q3,1,91.46,2,No,N/A,Low
10151,10/22/2023 8:46,Central,Wholesale,Delhi,146,33649.54585,480,0.98,8,837.17,0,10/25/2023 8:46,Furniture,47.29,Low,Net Banking,64.19,14,DHL,Air,6.65,5554.91,17.85,1262.15,2023Q4,3,82.52,3,No,N/A,High
10152,9/1/2023 23:46,East,Wholesale,Chennai,428,98772.87196,324,0.71,3,4240.2,0,9/2/2023 23:46,Furniture,32.85,Medium,Credit Card,82.2,6,FedEx,Road,22.68,12209.03,9.01,619.44,2023Q3,1,90.82,1,No,N/A,Low
10153,3/27/2023 15:18,West,Wholesale,Chennai,396,72523.80757,268,0.75,3,2135.23,0,3/29/2023 15:18,Furniture,8.94,Low,Credit Card,84,10,FedEx,Ship,24.4,9919.13,17.03,4908.59,2023Q1,2,96.12,1,No,N/A,Medium
10154,7/11/2024 2:50,Central,Retail,Bangalore,184,26139.98749,611,0.71,4,1245.96,0,7/15/2024 2:50,Electronics,16.78,Low,Net Banking,97.67,3,DHL,Rail,22.61,4315.75,17.33,3195.65,2024Q3,4,93.01,1,No,N/A,Low
10155,6/7/2024 14:36,West,Corporate,Kolkata,331,19729.59194,106,0.85,11,1256.17,1,6/11/2024 14:36,Furniture,43.47,High,Cash,99.82,12,India Post,Ship,21.83,1546.6,3.47,475.5,2024Q2,4,99.05,4,No,N/A,Low
10156,2/3/2023 22:45,North,Wholesale,Kolkata,491,129329.0472,846,0.9,7,9290.91,0,2/7/2023 22:45,Furniture,38.01,High,Credit Card,52.91,4,Delhivery,Rail,12.87,17120.58,17.99,1832.57,2023Q1,4,83.18,2,No,N/A,High
10157,8/1/2024 12:14,Central,Wholesale,Mumbai,474,128038.8685,943,0.98,4,6627.48,0,8/7/2024 12:14,Automobile Parts,47.76,High,Cash,72.4,12,India Post,Road,18.91,11463.01,3.94,4558.76,2024Q3,6,96.78,2,No,N/A,High
10158,12/26/2024 2:36,North,Wholesale,Chennai,141,11458.6461,367,0.82,11,824.5,0,12/29/2024 2:36,Groceries,11.05,Low,Credit Card,63.03,5,Blue Dart,Road,29.32,1140.47,1.32,466.66,2024Q4,3,97.81,3,No,N/A,High
10159,3/11/2023 3:18,North,Wholesale,Kolkata,138,27599.34604,742,0.77,13,1231.2,0,3/12/2023 3:18,Apparel,38.74,Low,Cash,93.42,8,FedEx,Road,10.64,4598.51,13.6,2743.94,2023Q1,1,99.8,2,No,N/A,Low
10160,4/19/2024 2:37,East,Corporate,Chennai,105,5470.521546,752,0.79,5,481.28,0,4/22/2024 2:37,Furniture,12.38,Medium,Credit Card,79.65,2,India Post,Air,21.13,565.18,4.14,2322.88,2024Q2,3,94.28,2,No,N/A,Low
10161,2/20/2023 7:14,East,Wholesale,Chennai,387,161371.2821,450,0.74,3,3520.23,0,2/25/2023 7:14,Apparel,32.08,High,Net Banking,96.82,13,India Post,Road,25.46,30059.9,11.83,3936.98,2023Q1,5,83.69,3,No,N/A,Low
10162,5/13/2023 8:41,East,E-commerce,Delhi,447,182281.1873,460,0.83,10,15531.96,0,5/22/2023 8:41,Electronics,47.27,Medium,UPI,81.1,4,DHL,Air,29.24,12023.11,17.12,1346.45,2023Q2,9,89.68,2,No,N/A,Medium
10163,12/28/2024 22:56,South,E-commerce,Bangalore,98,5545.649644,278,0.96,13,114.47,0,12/29/2024 22:56,Furniture,27.89,High,Credit Card,72.73,14,Delhivery,Ship,24.69,342.49,14.99,730.39,2024Q4,1,96.57,2,No,N/A,Medium
10164,12/10/2023 18:59,North,E-commerce,Kolkata,247,14684.44841,244,0.84,6,833.05,0,12/19/2023 18:59,Apparel,12.84,Medium,Net Banking,59.97,13,DHL,Ship,13.61,1145.69,5.9,4792.11,2023Q4,9,92.03,5,Yes,Wrong Product,Low
10165,2/8/2024 8:46,West,Wholesale,Mumbai,45,3970.6995,344,0.74,12,182.36,0,2/14/2024 8:46,Automobile Parts,4.49,Low,Net Banking,56.45,9,FedEx,Road,11.66,369.08,10.73,2806.02,2024Q1,6,98.79,3,No,N/A,Medium
10166,10/24/2024 7:44,East,Retail,Kolkata,199,50784.60392,463,0.74,3,1722.98,0,11/1/2024 7:44,Automobile Parts,42.84,Medium,UPI,78.7,12,DHL,Air,12.86,3843.06,3.17,4070.29,2024Q4,8,92.45,1,No,N/A,Medium
10167,3/4/2024 22:01,East,Retail,Bangalore,154,43738.99854,525,0.99,2,1971.2,0,3/7/2024 22:01,Apparel,14.52,Medium,UPI,55.13,3,DHL,Road,24.84,2887.03,10.03,4088.57,2024Q1,3,83.76,5,No,N/A,High
10168,6/16/2023 10:57,East,Corporate,Mumbai,25,2204.713109,83,0.72,12,183.21,1,6/20/2023 10:57,Furniture,3.75,Medium,Cash,89.46,5,FedEx,Air,19.65,126.43,15.7,2271.51,2023Q2,4,99.94,5,No,N/A,High
10169,9/29/2024 13:44,East,Corporate,Bangalore,342,138682.5584,63,0.78,8,10740.38,0,10/6/2024 13:44,Groceries,46.11,Medium,Net Banking,88.53,6,DHL,Ship,21.52,14623.38,12.58,3980.51,2024Q3,7,94.43,2,No,N/A,Low
10170,11/4/2024 4:48,East,Wholesale,Delhi,336,25431.77883,76,0.76,9,985.3,0,11/9/2024 4:48,Apparel,7.8,Medium,Cash,66.74,7,Delhivery,Air,20.46,1681.52,1.8,1771.76,2024Q4,5,99.95,4,No,N/A,Medium
10171,5/24/2023 9:16,East,Wholesale,Bangalore,345,96007.38754,544,0.85,10,3579.31,0,5/29/2023 9:16,Groceries,17.4,Medium,Net Banking,58.67,6,FedEx,Road,13.08,5985.71,7.48,167.37,2023Q2,5,97.17,3,No,N/A,Medium
10172,2/13/2024 0:54,East,Corporate,Mumbai,445,143137.4549,904,0.8,14,3210.82,0,2/21/2024 0:54,Apparel,30.37,Low,UPI,62.16,4,FedEx,Ship,10.2,21422.42,18.28,1101.11,2024Q1,8,99.93,5,No,N/A,Low
10173,6/25/2024 17:08,North,Corporate,Kolkata,397,135862.5061,958,0.81,9,6446.48,0,7/2/2024 17:08,Furniture,22.92,High,Net Banking,86.64,5,FedEx,Air,26.68,16528.19,8.11,4084.78,2024Q2,7,84,3,No,N/A,Medium
10174,1/12/2023 14:35,North,Corporate,Chennai,283,52697.82286,496,0.91,8,2524.36,0,1/16/2023 14:35,Groceries,11.32,High,Credit Card,55.27,8,DHL,Road,18.94,4091.49,1.85,220.62,2023Q1,4,84.68,1,No,N/A,Low
10175,8/26/2024 2:43,East,E-commerce,Mumbai,329,26824.72158,409,0.85,6,2208.96,0,9/1/2024 2:43,Apparel,32.57,Low,Cash,63.24,6,Blue Dart,Road,25.87,5149.66,8.83,771.81,2024Q3,6,88.12,4,No,N/A,High
10176,10/11/2024 20:06,North,E-commerce,Mumbai,119,10742.73851,624,0.82,13,905.18,1,10/16/2024 20:06,Apparel,12.34,Medium,UPI,96.25,2,Delhivery,Ship,27.96,1520.19,6.67,4759.81,2024Q4,5,99.73,3,No,N/A,Low
10177,11/18/2024 5:13,Central,Corporate,Kolkata,242,72492.98229,251,0.92,3,5625.71,1,11/20/2024 5:13,Apparel,13.69,High,Cash,51.99,10,Delhivery,Road,19.56,12079.02,3.12,3783.67,2024Q4,2,97.77,1,No,N/A,High
10178,6/19/2024 15:42,West,Wholesale,Bangalore,354,129728.6722,914,0.8,6,3466.03,1,6/24/2024 15:42,Groceries,6.6,High,Net Banking,88.85,13,FedEx,Ship,20.96,20862.59,13.28,1148.5,2024Q2,5,88.38,5,No,N/A,High
10179,5/7/2024 5:09,South,Retail,Mumbai,238,114957.9074,55,0.7,11,6871.13,0,5/10/2024 5:09,Groceries,34.27,Low,UPI,90.47,9,DHL,Air,26.49,5815.41,4.77,3506.59,2024Q2,3,99.34,4,No,N/A,Medium
10180,7/4/2023 9:59,South,E-commerce,Mumbai,491,69216.79336,135,0.93,13,5633.61,0,7/6/2023 9:59,Apparel,43.7,High,Net Banking,94.63,9,Delhivery,Rail,9.81,5922.32,0.06,2207.65,2023Q3,2,99.67,5,No,N/A,Low
10181,6/27/2024 4:11,South,Corporate,Delhi,226,75385.32735,300,0.89,12,5278.78,1,7/3/2024 4:11,Automobile Parts,46.87,High,Cash,87.17,4,India Post,Rail,25.57,5709.13,4.82,1841.22,2024Q2,6,85.88,4,No,N/A,High
10182,10/31/2024 2:41,East,Retail,Delhi,180,76776.02281,802,0.97,2,6532.65,0,11/2/2024 2:41,Electronics,14.01,Medium,Credit Card,92.2,6,FedEx,Ship,18.62,9327.76,5.31,776.18,2024Q4,2,92.88,4,No,N/A,High
10183,3/21/2024 4:45,South,Wholesale,Mumbai,350,73414.5815,466,0.84,6,6024.78,0,3/25/2024 4:45,Groceries,12.39,Medium,Net Banking,88.4,7,Delhivery,Rail,7.19,7109.44,0.14,4858.28,2024Q1,4,84.27,4,Yes,Wrong Product,Low
10184,12/28/2024 7:10,North,E-commerce,Mumbai,250,54749.66406,268,0.75,4,4786.71,0,1/3/2025 7:10,Groceries,6.84,Low,Credit Card,78.39,12,DHL,Road,24.85,8875.95,0.36,4209.96,2024Q4,6,93.3,5,No,N/A,Medium
10185,9/5/2024 8:01,Central,Retail,Mumbai,163,75025.21909,145,0.76,6,2236.25,0,9/9/2024 8:01,Groceries,10.88,Low,UPI,59.15,7,FedEx,Air,10.75,8647.23,19.85,1686.06,2024Q3,4,86.76,1,Yes,Damaged,Medium
10186,4/1/2023 23:12,North,Retail,Kolkata,131,15102.35904,886,0.77,13,1147.59,0,4/6/2023 23:12,Groceries,21.76,Low,UPI,67.69,12,FedEx,Rail,15.25,1784.24,15.27,601.93,2023Q2,5,99.41,4,Yes,Late Delivery,Low
10187,12/29/2024 4:11,East,Wholesale,Mumbai,226,80207.45657,702,0.86,11,3886.92,0,1/7/2025 4:11,Furniture,2.86,Medium,Credit Card,72.71,3,Delhivery,Road,12.92,12507.85,19.82,1718.13,2024Q4,9,94.17,1,No,N/A,Medium
10188,4/13/2024 6:27,South,Wholesale,Chennai,371,174384.6454,980,0.86,1,11468.03,1,4/18/2024 6:27,Furniture,45.8,Low,Credit Card,52.78,8,FedEx,Air,29.68,31568.47,16.85,3326.63,2024Q2,5,94.38,5,Yes,Damaged,Medium
10189,1/16/2024 17:35,Central,Retail,Bangalore,256,94426.90149,378,0.92,1,7568.9,0,1/17/2024 17:35,Apparel,39.14,Low,Credit Card,95.28,3,Blue Dart,Air,19.55,15165.43,7.27,315.34,2024Q1,1,99.42,1,No,N/A,Low
10190,1/27/2023 20:48,East,Wholesale,Mumbai,284,27400.83977,309,0.83,11,1556.82,0,2/4/2023 20:48,Furniture,16.96,Low,Net Banking,84.76,5,Blue Dart,Air,27.05,1507.83,17.85,1883.41,2023Q1,8,89.15,4,No,N/A,Low
10191,6/24/2024 23:37,North,Retail,Chennai,458,175556.2472,893,0.94,11,16841.44,0,6/28/2024 23:37,Furniture,1.42,Low,UPI,91.65,4,Blue Dart,Rail,20.64,13139.76,18.7,3693.21,2024Q2,4,98.33,3,No,N/A,Low
10192,6/27/2023 2:46,Central,Wholesale,Chennai,249,100785.7445,134,0.83,3,7159.74,0,7/4/2023 2:46,Furniture,49.88,High,UPI,86.59,7,Delhivery,Air,5.73,10812.44,3.6,4998.76,2023Q2,7,90.41,1,No,N/A,High
10193,6/7/2024 12:50,East,Retail,Kolkata,261,98817.52471,329,0.81,5,4860.79,1,6/11/2024 12:50,Electronics,36.43,Medium,Cash,66.09,8,Delhivery,Air,22.55,15127.63,17.2,1258.72,2024Q2,4,83.53,2,No,N/A,Medium
10194,8/14/2024 6:52,South,E-commerce,Kolkata,201,31778.83421,872,0.83,14,2956.01,0,8/21/2024 6:52,Furniture,26.2,Low,Cash,88.2,11,India Post,Air,8.15,4148.21,14.52,2788.71,2024Q3,7,95.82,1,Yes,Damaged,Medium
10195,1/8/2024 20:21,East,Corporate,Kolkata,490,160927.8076,516,0.79,10,15238.49,0,1/17/2024 20:21,Electronics,49.71,Low,Credit Card,63.93,8,India Post,Ship,25.77,30556.34,13.53,1499.8,2024Q1,9,82.72,1,No,N/A,Low
10196,6/3/2024 21:14,South,Retail,Delhi,220,53194.44012,117,0.93,10,4961.43,0,6/9/2024 21:14,Automobile Parts,45.2,Medium,Cash,74.08,10,India Post,Rail,18.46,8360.32,15.88,1191.72,2024Q2,6,90.44,5,No,N/A,Medium
10197,5/29/2024 2:49,South,Retail,Chennai,350,54295.93608,475,0.85,12,4804.29,1,6/3/2024 2:49,Electronics,17.53,High,Net Banking,97.42,7,Blue Dart,Air,10.54,3342.3,15.08,1552.06,2024Q2,5,82.08,1,No,N/A,Low
10198,10/3/2023 2:11,Central,E-commerce,Kolkata,168,83687.82665,157,0.89,6,2304.68,0,10/6/2023 2:11,Furniture,5.84,Medium,Cash,96.21,7,Delhivery,Ship,29.39,12968.14,1.69,3975.23,2023Q4,3,82.93,2,No,N/A,High
10199,9/4/2023 21:51,East,E-commerce,Mumbai,40,12061.14771,184,0.82,7,748.98,0,9/7/2023 21:51,Automobile Parts,9.96,High,Credit Card,78.4,8,India Post,Ship,26.02,1366.99,3.81,4833.04,2023Q3,3,98.46,3,No,N/A,Medium
10200,1/29/2023 13:06,South,Wholesale,Chennai,476,141154.4499,517,0.89,9,11026.57,1,2/3/2023 13:06,Electronics,13.57,Low,Net Banking,95.04,2,FedEx,Road,11.47,13761.39,4.25,26.7,2023Q1,5,88.37,3,No,N/A,High
10201,8/6/2023 6:28,North,E-commerce,Kolkata,336,86892.92658,587,0.99,11,5563.91,1,8/7/2023 6:28,Automobile Parts,38.09,High,Net Banking,65.92,10,DHL,Road,18.22,12301.87,17.37,3306.62,2023Q3,1,84.83,1,No,N/A,Medium
